23-06-22 01:00:41;CODE_SOURCE;607
23-06-22 01:00:41;CODE_CONSUMER;277
23-06-22 01:00:41;CODE_SOURCE;892
23-06-22 01:00:41;CODE_CONSUMER;655
23-06-22 01:00:41;CODE_SOURCE;844
23-06-22 01:00:41;CODE_SOURCE;553
23-06-22 01:00:41;CODE_SOURCE;715
23-06-22 01:00:41;CODE_CONSUMER;400
23-06-22 01:00:41;CODE_CONSUMER;667
23-06-22 01:00:41;CODE_SOURCE;274
23-06-22 01:01:08;CODE_SOURCE;322
23-06-22 01:01:08;CODE_CONSUMER;580
23-06-22 01:01:08;CODE_CONSUMER;535
23-06-22 01:01:08;CODE_SOURCE;430
23-06-22 01:01:08;CODE_SOURCE;856
23-06-22 01:01:08;CODE_SOURCE;760
23-06-22 01:01:08;CODE_CONSUMER;211
23-06-22 01:01:08;CODE_CONSUMER;805
23-06-22 01:01:08;CODE_SOURCE;907
23-06-22 01:01:36;CODE_SOURCE;709
23-06-22 01:01:36;CODE_SOURCE;304
23-06-22 01:01:36;CODE_SOURCE;598
23-06-22 01:01:36;CODE_SOURCE;688
23-06-22 01:01:36;CODE_SOURCE;817
23-06-22 01:01:36;CODE_CONSUMER;181
23-06-22 01:01:36;CODE_SOURCE;532
23-06-22 01:01:36;CODE_SOURCE;403
23-06-22 01:01:36;CODE_CONSUMER;874
